Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
6	4	2007	14.2	36.5	2.3	3.8
7	4	2007	16.5	36.6	2.5	4.3
8	4	2007	5.2	20.7	5.8	5.5
9	4	2007	12.0	24.7	2.9	4.5
10	4	2007	8.4	15.6	8.9	5.3
11	4	2007	13.4	24.1	8.3	4.9
12	4	2007	5.4	24.7	5.2	3.8
13	4	2007	9.4	34.8	8.4	3.2
14	4	2007	9.3	35.3	4.6	5.9
15	4	2007	9.2	26.8	0.2	3.2
16	4	2007	10.8	35.1	4.2	4.4
17	4	2007	19.5	36.6	7.4	4.5
18	4	2007	6.9	12.0	1.4	4.4
19	4	2007	6.5	31.1	2.5	3.3
20	4	2007	18.5	30.2	2.5	4.9
21	4	2007	10.8	26.0	6.2	4.1
22	4	2007	14.7	32.3	3.7	5.6
23	4	2007	10.6	29.0	8.7	4.8
24	4	2007	15.9	31.5	6.2	3.1
25	4	2007	5.0	30.4	5.0	3.2
26	4	2007	13.1	35.8	2.2	5.2
27	4	2007	12.0	37.2	2.1	5.5
28	4	2007	18.5	28.9	2.0	4.0
29	4	2007	5.6	22.7	1.3	3.5
30	4	2007	11.3	34.3	2.6	3.2
1	5	2007	17.0	33.6	0.7	4.0
2	5	2007	17.8	23.7	2.8	3.2
3	5	2007	16.2	25.9	3.1	3.5
4	5	2007	15.0	40.0	6.8	3.3
5	5	2007	15.3	32.6	2.7	4.4
6	5	2007	13.2	29.4	6.4	4.4
7	5	2007	8.1	24.2	1.7	5.1
8	5	2007	11.4	32.7	1.9	5.0
9	5	2007	12.4	34.3	1.7	4.6
10	5	2007	10.6	24.1	6.9	5.8
11	5	2007	5.8	14.0	6.5	5.7
12	5	2007	9.3	32.6	8.7	3.4
13	5	2007	12.8	20.6	4.0	4.1
14	5	2007	9.9	38.7	7.3	4.5
15	5	2007	14.7	20.2	4.4	5.6
16	5	2007	7.4	21.2	0.7	3.6
17	5	2007	15.2	25.8	2.1	6.0
18	5	2007	7.8	33.9	4.7	3.9
19	5	2007	16.1	33.0	1.4	4.8
20	5	2007	19.3	34.2	7.1	4.5
21	5	2007	13.9	22.9	1.8	4.4
22	5	2007	13.4	26.2	8.0	5.6
23	5	2007	11.7	33.6	1.6	5.8
24	5	2007	10.7	20.2	9.7	4.4
25	5	2007	15.2	28.4	7.0	5.0
26	5	2007	10.7	18.8	4.6	3.8
27	5	2007	11.8	33.9	2.2	3.5
28	5	2007	15.5	30.2	0.7	5.5
29	5	2007	6.4	19.0	1.9	3.1
30	5	2007	18.7	26.8	3.7	4.1
31	5	2007	5.2	29.3	5.2	3.6
1	6	2007	6.6	33.6	4.8	4.1
2	6	2007	6.7	11.8	8.1	3.2
3	6	2007	14.9	34.1	7.4	5.3
4	6	2007	15.9	31.0	5.8	3.1
5	6	2007	16.8	35.1	0.0	5.9
6	6	2007	7.1	38.0	8.6	3.7
7	6	2007	10.4	30.2	0.9	5.5
8	6	2007	15.5	35.5	4.8	5.4
9	6	2007	10.4	39.0	3.0	3.1
10	6	2007	10.4	20.1	6.0	3.6
11	6	2007	18.0	34.8	0.5	5.1
12	6	2007	13.5	20.4	4.5	3.2
13	6	2007	10.1	15.5	10.0	5.1
14	6	2007	16.5	33.4	5.1	4.2
15	6	2007	11.9	38.2	8.5	4.1
16	6	2007	16.2	35.5	7.1	3.8
17	6	2007	10.7	31.9	3.5	5.5
18	6	2007	10.4	19.8	10.0	4.7
19	6	2007	10.4	26.4	2.3	5.7
20	6	2007	12.3	17.6	4.6	4.2
21	6	2007	6.3	35.1	9.6	3.7
22	6	2007	14.0	38.7	0.7	5.7
23	6	2007	5.1	31.7	5.0	5.2
24	6	2007	6.5	12.5	4.5	3.8
25	6	2007	14.5	29.8	7.5	5.2
26	6	2007	7.7	20.2	1.1	4.1
27	6	2007	12.3	30.6	9.9	5.3
28	6	2007	9.4	29.5	6.7	5.3
29	6	2007	13.4	34.7	6.2	5.7
30	6	2007	7.7	25.2	8.0	5.5
1	7	2007	14.5	25.7	5.8	5.2
2	7	2007	11.3	28.4	0.5	4.7
3	7	2007	12.9	28.3	5.9	5.6
4	7	2007	5.1	20.6	5.8	4.3
5	7	2007	15.9	27.0	2.1	4.3
6	7	2007	7.5	29.7	3.1	4.0
7	7	2007	5.9	26.7	5.2	5.4
8	7	2007	6.9	20.6	5.6	4.7
9	7	2007	13.4	20.3	3.7	4.2
10	7	2007	14.7	28.5	4.7	4.5
11	7	2007	15.1	37.9	4.7	4.4
12	7	2007	10.6	32.5	1.6	3.4
13	7	2007	5.9	20.6	4.2	5.7
14	7	2007	11.4	24.7	9.0	4.7
15	7	2007	17.5	26.1	9.6	5.5
16	7	2007	10.2	25.7	8.6	4.0
17	7	2007	8.6	35.4	3.6	4.1
18	7	2007	19.9	31.0	6.8	5.6
19	7	2007	5.3	26.3	9.4	4.3
20	7	2007	15.3	28.6	9.8	5.4
21	7	2007	10.9	31.6	4.6	4.0
22	7	2007	6.6	32.8	5.9	4.0
23	7	2007	13.2	24.5	4.4	5.2
24	7	2007	5.0	28.2	5.8	5.7
25	7	2007	14.5	34.9	3.7	4.1
26	7	2007	11.1	29.0	7.8	3.0
27	7	2007	5.7	34.9	6.5	3.5
28	7	2007	7.9	17.4	1.3	3.5
29	7	2007	11.2	25.8	6.2	5.7
30	7	2007	12.3	25.9	2.2	5.5
31	7	2007	18.1	28.0	4.0	4.1
1	8	2007	16.2	35.3	9.8	3.9
2	8	2007	9.6	15.1	3.6	3.6
3	8	2007	13.0	34.9	3.1	5.7
4	8	2007	11.3	21.8	6.8	3.3
5	8	2007	11.7	18.7	7.4	4.3
6	8	2007	15.2	34.6	0.2	5.5
7	8	2007	11.1	36.6	5.6	3.0
8	8	2007	6.9	24.6	8.0	4.0
9	8	2007	14.7	35.3	2.2	4.5
10	8	2007	12.0	36.6	5.7	6.0
11	8	2007	18.5	34.1	3.5	3.7
12	8	2007	5.0	22.7	7.9	4.1
13	8	2007	9.5	37.0	7.4	4.2
14	8	2007	11.7	35.4	2.3	4.0
15	8	2007	14.8	35.6	9.7	3.4
16	8	2007	9.2	25.3	6.2	6.0
17	8	2007	17.1	29.7	6.8	5.2
18	8	2007	14.9	29.9	1.2	3.9
19	8	2007	10.7	26.2	2.4	4.5
20	8	2007	9.5	26.1	7.1	4.9
21	8	2007	14.9	24.8	2.7	5.1
22	8	2007	15.2	27.0	9.6	3.3
23	8	2007	15.0	34.9	6.8	4.9
24	8	2007	8.3	30.4	4.5	5.8
25	8	2007	17.5	31.1	2.0	5.6
26	8	2007	15.3	22.9	3.0	4.0
27	8	2007	7.9	27.4	9.1	5.0
28	8	2007	7.0	19.4	0.8	4.7
29	8	2007	15.0	24.4	1.0	5.1
30	8	2007	11.4	34.7	8.3	5.6
31	8	2007	10.0	34.3	7.3	4.5
1	9	2007	10.3	26.1	9.2	5.1
2	9	2007	6.7	39.0	9.2	4.0
3	9	2007	16.9	30.0	9.9	5.5
4	9	2007	15.1	26.3	4.7	5.2
5	9	2007	13.5	32.0	9.8	5.8
6	9	2007	19.6	32.6	9.5	5.0
7	9	2007	15.7	23.3	0.7	3.4
8	9	2007	10.7	39.2	7.1	5.7
9	9	2007	7.0	39.3	7.2	3.4
10	9	2007	19.2	35.4	2.8	3.3
11	9	2007	14.0	20.8	8.8	5.5
12	9	2007	17.8	36.5	2.7	5.9
13	9	2007	7.6	35.0	7.2	5.6
14	9	2007	8.9	16.4	2.6	4.3
15	9	2007	9.0	18.9	5.2	5.2
16	9	2007	10.2	20.1	5.3	5.5
17	9	2007	6.3	17.4	6.7	5.3
18	9	2007	18.0	38.0	9.8	5.3
19	9	2007	10.6	38.5	2.4	3.6
20	9	2007	11.2	33.3	7.3	3.9
21	9	2007	19.8	32.7	8.2	3.8
22	9	2007	7.9	34.1	2.1	5.2
23	9	2007	17.3	39.6	3.5	4.0
24	9	2007	14.6	21.9	0.7	4.5
25	9	2007	13.0	33.8	7.0	5.0
26	9	2007	6.1	21.7	3.9	4.7
27	9	2007	20.0	26.8	6.6	4.2
28	9	2007	12.1	30.4	1.8	3.8
29	9	2007	15.1	21.7	4.6	3.2
30	9	2007	14.2	28.5	8.6	3.5
1	10	2007	9.3	31.2	1.9	5.2
2	10	2007	15.5	30.2	6.2	3.8
3	10	2007	17.7	30.9	3.9	5.3
4	10	2007	17.0	32.7	6.2	5.4
5	10	2007	5.3	37.4	5.6	5.4
6	10	2007	10.3	20.0	7.2	4.6
7	10	2007	11.7	29.4	7.5	3.2
8	10	2007	17.6	31.5	0.6	4.9
9	10	2007	19.0	24.4	9.3	3.6
10	10	2007	6.1	20.1	1.8	4.1
11	10	2007	6.8	18.6	7.6	5.2
12	10	2007	11.7	21.4	7.8	3.3
13	10	2007	19.6	37.2	3.7	5.0
14	10	2007	19.4	38.4	5.6	5.8
15	10	2007	18.1	33.8	1.3	5.7
16	10	2007	9.0	16.3	10.0	3.4
17	10	2007	7.2	17.9	0.9	4.6
18	10	2007	9.0	29.2	4.1	3.2
19	10	2007	15.2	22.5	0.1	4.1
20	10	2007	13.3	25.7	5.9	5.2
21	10	2007	5.1	16.4	2.1	4.9
22	10	2007	16.2	25.8	9.4	3.4
23	10	2007	19.3	36.6	9.9	4.6
24	10	2007	15.4	26.9	6.6	3.7
25	10	2007	17.6	37.1	1.0	4.3
26	10	2007	18.6	30.2	9.0	3.1
27	10	2007	19.9	31.6	3.6	3.8
28	10	2007	18.3	37.7	1.9	5.3
29	10	2007	10.4	22.2	6.3	3.0
30	10	2007	9.1	18.6	7.6	6.0
31	10	2007	10.2	18.4	6.1	4.2
1	11	2007	6.4	20.2	5.9	3.7
2	11	2007	19.6	37.0	9.5	5.8
3	11	2007	11.7	37.5	5.7	3.6
4	11	2007	18.7	33.7	7.3	3.8
5	11	2007	7.0	32.2	9.7	4.0
6	11	2007	11.7	25.9	7.8	5.8
7	11	2007	8.0	34.1	7.6	4.9
8	11	2007	12.6	34.7	8.9	5.8
9	11	2007	9.7	20.3	2.4	5.3
10	11	2007	5.5	37.4	4.6	5.6
11	11	2007	15.1	26.5	8.5	4.4
12	11	2007	19.9	39.2	5.5	5.7
13	11	2007	18.2	28.8	4.6	4.1
14	11	2007	13.2	29.2	2.6	5.8
15	11	2007	12.4	21.9	0.7	5.9
16	11	2007	14.7	23.2	0.5	5.7
17	11	2007	11.1	35.9	8.1	3.5
18	11	2007	19.3	35.5	7.1	5.9
19	11	2007	15.7	31.9	0.3	5.2
20	11	2007	11.3	32.8	0.3	4.8
21	11	2007	11.6	19.0	4.6	4.9
22	11	2007	9.4	30.2	8.6	3.9
23	11	2007	14.4	36.2	8.6	5.1
24	11	2007	14.4	22.6	8.6	3.6
25	11	2007	15.2	23.8	8.7	5.6
26	11	2007	7.8	29.8	9.2	4.7
27	11	2007	12.5	18.5	2.5	4.2
28	11	2007	17.7	39.9	9.7	3.2
29	11	2007	7.4	34.5	5.1	5.6
30	11	2007	9.9	17.0	0.6	5.3
1	12	2007	8.6	37.7	2.9	5.0
2	12	2007	6.6	37.0	1.9	3.0
3	12	2007	18.3	32.6	3.2	5.3
4	12	2007	19.5	38.1	3.2	4.3
5	12	2007	16.7	29.9	9.7	3.6
6	12	2007	7.9	32.8	5.8	4.2
7	12	2007	15.4	23.9	0.6	4.3
8	12	2007	10.8	16.9	1.3	5.7
9	12	2007	14.5	24.9	6.2	4.3
10	12	2007	12.7	20.4	3.2	5.8
11	12	2007	16.5	37.9	8.7	3.4
12	12	2007	11.7	33.2	3.6	3.2
13	12	2007	13.3	20.1	2.1	4.1
14	12	2007	11.1	33.9	8.9	3.7
15	12	2007	17.8	30.4	5.5	4.4
16	12	2007	16.0	24.3	9.5	4.7
17	12	2007	19.9	34.5	9.9	5.8
18	12	2007	14.0	20.4	0.1	3.9
19	12	2007	5.1	21.6	4.3	5.6
20	12	2007	5.8	39.1	2.5	3.2
21	12	2007	13.2	26.6	1.8	5.3
22	12	2007	13.9	29.2	8.6	4.5
23	12	2007	13.7	36.7	6.2	3.7
24	12	2007	11.7	31.4	1.9	3.1
25	12	2007	13.2	36.9	1.0	4.8
26	12	2007	18.3	35.3	7.5	5.6
27	12	2007	15.9	22.0	4.5	4.4
28	12	2007	9.3	30.1	8.7	3.4
29	12	2007	7.4	15.7	1.3	5.0
30	12	2007	9.1	23.2	2.8	4.5
31	12	2007	6.0	25.9	1.2	3.2
1	1	2008	14.5	29.5	4.2	5.7
2	1	2008	14.4	23.7	7.2	4.5
3	1	2008	14.1	25.1	3.2	5.6
4	1	2008	13.0	32.8	0.6	4.1
5	1	2008	19.8	39.2	9.1	5.1
6	1	2008	10.9	30.4	7.9	3.7
7	1	2008	16.3	37.3	5.7	5.5
8	1	2008	10.4	35.7	7.0	5.9
9	1	2008	10.3	30.4	4.1	4.3
10	1	2008	6.7	32.9	5.6	4.5
11	1	2008	8.2	25.6	5.1	6.0
12	1	2008	15.8	26.6	3.4	4.9
13	1	2008	17.9	32.2	4.6	5.8
14	1	2008	8.3	24.1	1.5	4.6
15	1	2008	12.3	39.4	3.7	5.5
16	1	2008	12.1	33.2	2.0	4.8
17	1	2008	8.0	13.2	8.4	4.7
18	1	2008	7.7	28.5	4.1	5.5
19	1	2008	18.0	28.2	5.7	5.2
20	1	2008	11.4	33.2	5.8	4.3
21	1	2008	9.0	18.9	7.5	4.8
22	1	2008	12.3	34.7	4.4	4.9
23	1	2008	15.1	22.8	3.5	4.3
24	1	2008	12.4	33.5	2.9	5.7
25	1	2008	6.7	32.1	2.1	3.4
26	1	2008	13.2	35.4	5.8	5.0
27	1	2008	10.7	35.0	2.6	3.9
28	1	2008	7.2	18.6	7.2	3.3
29	1	2008	5.4	17.7	1.8	3.7
30	1	2008	6.4	37.2	10.0	5.9
31	1	2008	10.3	33.0	9.6	4.9
1	2	2008	14.0	38.9	8.8	5.1
2	2	2008	17.1	39.4	8.6	4.2
3	2	2008	16.1	39.8	7.9	3.9
4	2	2008	6.0	13.8	0.9	5.8
5	2	2008	8.0	18.7	8.7	4.7
6	2	2008	11.9	30.1	7.5	5.9
7	2	2008	8.3	31.7	6.2	4.7
8	2	2008	16.7	34.2	4.7	5.8
9	2	2008	7.3	39.4	4.2	4.6
10	2	2008	11.5	24.3	1.2	5.9
11	2	2008	19.2	32.0	4.3	4.5
12	2	2008	19.0	36.6	8.8	3.3
13	2	2008	9.8	32.0	0.6	3.3
14	2	2008	16.7	33.9	0.4	4.8
15	2	2008	19.2	31.6	5.9	4.7
16	2	2008	7.4	26.4	5.3	5.7
17	2	2008	16.6	38.0	3.3	3.8
18	2	2008	9.1	15.3	9.0	5.0
19	2	2008	9.9	30.9	6.2	6.0
20	2	2008	19.5	34.6	0.4	4.2
21	2	2008	13.4	36.9	4.4	6.0
22	2	2008	11.9	32.8	2.5	5.2
23	2	2008	11.4	29.2	2.2	5.2
24	2	2008	8.2	25.2	0.4	5.3
25	2	2008	8.2	32.7	3.4	4.3
26	2	2008	15.1	33.1	3.8	3.4
27	2	2008	19.7	34.3	2.6	5.4
28	2	2008	12.8	30.9	5.6	5.6
29	2	2008	13.1	30.8	4.5	3.6
1	3	2008	7.0	28.0	6.1	3.6
2	3	2008	19.3	25.0	3.2	4.3
3	3	2008	17.6	32.9	8.2	3.5
4	3	2008	8.7	39.3	7.9	5.0
5	3	2008	16.8	24.5	7.6	4.6
6	3	2008	15.8	27.0	4.7	6.0
7	3	2008	5.3	17.2	1.0	5.3
8	3	2008	15.8	35.3	6.6	5.7
9	3	2008	13.3	27.8	7.2	3.9
10	3	2008	12.6	23.9	10.0	3.7
11	3	2008	13.7	30.0	8.6	4.1
12	3	2008	5.9	18.2	5.4	3.3
13	3	2008	9.1	23.3	2.7	5.2
14	3	2008	6.6	13.4	0.2	4.6
15	3	2008	9.5	36.7	0.1	4.1
16	3	2008	10.8	31.9	3.2	6.0
17	3	2008	9.2	24.1	7.8	3.7
18	3	2008	18.9	29.2	0.7	3.3
19	3	2008	16.6	38.2	7.4	5.3
20	3	2008	5.7	33.1	9.1	4.5
21	3	2008	17.0	25.0	6.8	4.6
22	3	2008	6.6	24.8	9.8	3.8
23	3	2008	19.8	37.8	1.5	5.6
24	3	2008	10.4	37.2	4.5	3.3
25	3	2008	14.1	31.6	9.5	3.3
26	3	2008	11.6	32.6	6.1	4.3
27	3	2008	9.2	22.4	2.4	5.1
28	3	2008	18.5	29.1	5.2	4.4
29	3	2008	15.8	28.1	6.3	5.3
30	3	2008	6.4	36.6	2.5	4.3
31	3	2008	16.7	33.3	7.4	6.0
1	4	2008	11.6	34.8	1.7	5.5
2	4	2008	16.0	35.0	7.6	5.8
3	4	2008	15.4	39.6	2.4	3.4
4	4	2008	12.9	30.8	5.9	4.1
5	4	2008	16.9	32.0	1.2	3.0
6	4	2008	6.4	20.8	8.9	3.4
7	4	2008	6.7	34.1	5.5	5.4
8	4	2008	6.5	26.7	1.5	5.2
9	4	2008	5.9	17.4	1.1	4.2
10	4	2008	14.4	20.1	6.4	4.4
11	4	2008	6.7	37.6	0.4	3.2
12	4	2008	6.2	33.5	5.8	3.5
13	4	2008	7.8	37.9	0.5	5.1
14	4	2008	19.8	30.5	1.0	5.9
15	4	2008	17.9	35.1	8.7	5.0
16	4	2008	15.2	22.8	4.5	5.7
17	4	2008	15.4	31.3	0.1	5.8
18	4	2008	17.4	36.2	6.7	3.7
19	4	2008	8.4	36.6	4.3	3.2
20	4	2008	11.2	38.6	3.5	5.9
21	4	2008	18.7	25.8	7.1	4.3
22	4	2008	17.8	35.2	3.6	3.5
23	4	2008	12.0	30.6	3.0	5.4
24	4	2008	6.5	18.8	4.9	5.6
25	4	2008	9.1	26.1	0.8	5.4
26	4	2008	18.3	24.9	0.6	4.1
27	4	2008	13.0	33.5	5.8	5.5
28	4	2008	17.0	32.6	9.7	4.8
29	4	2008	16.7	25.7	9.7	4.3
30	4	2008	20.0	33.2	8.5	3.5
1	5	2008	10.5	36.7	0.9	5.2
2	5	2008	13.5	25.6	0.7	4.4
3	5	2008	16.4	33.0	2.7	5.6
4	5	2008	18.0	29.8	0.3	4.7
5	5	2008	8.1	21.4	7.8	3.2
6	5	2008	15.9	22.4	0.8	4.5
7	5	2008	5.9	32.0	5.0	3.9
8	5	2008	19.8	25.2	5.9	5.4
9	5	2008	12.5	35.0	6.7	6.0
10	5	2008	20.0	34.9	4.7	3.1
11	5	2008	12.0	17.3	7.1	3.8
12	5	2008	15.0	28.4	2.5	5.6
13	5	2008	12.6	33.9	2.8	5.6
14	5	2008	8.6	14.1	8.0	4.8
15	5	2008	19.3	30.6	8.8	5.3
16	5	2008	17.6	35.9	6.4	4.7
17	5	2008	6.9	13.2	3.6	4.2
18	5	2008	11.5	19.2	2.6	5.2
19	5	2008	8.8	30.5	6.1	5.4
20	5	2008	16.7	25.2	3.7	4.9
21	5	2008	11.5	23.7	1.2	3.4
22	5	2008	19.3	30.8	7.2	5.5
23	5	2008	6.3	18.7	3.5	3.3
24	5	2008	16.9	39.4	3.3	4.2
25	5	2008	13.4	26.9	4.5	5.0
26	5	2008	10.7	36.5	3.7	4.0
27	5	2008	16.2	22.8	8.0	4.6
28	5	2008	10.7	31.9	2.7	3.2
29	5	2008	14.5	32.9	5.3	4.4
30	5	2008	15.8	30.9	5.7	3.7
31	5	2008	9.3	37.6	9.0	3.3
1	6	2008	12.2	39.2	9.4	6.0
2	6	2008	9.2	31.9	2.2	4.2
3	6	2008	12.7	29.3	3.9	4.5
4	6	2008	12.2	27.4	2.7	4.4
5	6	2008	16.8	23.4	6.8	3.7
6	6	2008	12.8	21.2	3.0	5.9
7	6	2008	7.0	16.8	4.4	4.1
8	6	2008	19.4	31.6	6.7	4.5
9	6	2008	19.1	32.8	8.6	4.4
10	6	2008	13.5	32.5	6.1	4.0
11	6	2008	8.0	32.4	4.0	4.9
12	6	2008	6.0	30.6	6.2	3.8
13	6	2008	6.0	24.6	6.3	4.7
14	6	2008	18.4	39.7	5.1	5.2
15	6	2008	16.9	37.2	7.8	4.6
16	6	2008	10.9	21.5	8.6	4.5
17	6	2008	17.4	37.8	2.4	5.2
18	6	2008	15.2	28.4	3.1	5.5
19	6	2008	12.7	33.8	0.0	4.0
20	6	2008	17.4	24.8	6.2	4.2
21	6	2008	7.0	14.9	2.1	5.9
22	6	2008	10.5	30.4	2.4	4.6
23	6	2008	15.0	38.1	8.6	4.2
24	6	2008	18.8	29.1	1.6	3.6
25	6	2008	7.2	31.1	0.3	5.6
26	6	2008	15.0	29.3	6.8	3.2
27	6	2008	8.0	32.4	6.1	5.2
28	6	2008	17.5	30.9	10.0	5.3
29	6	2008	6.9	33.9	5.3	4.6
30	6	2008	11.6	27.9	3.6	3.6
1	7	2008	19.1	36.6	5.0	4.1
2	7	2008	9.6	21.8	5.7	5.4
3	7	2008	8.4	37.1	2.0	5.1
4	7	2008	12.6	28.7	9.2	5.2
5	7	2008	16.2	38.4	8.0	4.1
6	7	2008	5.9	35.7	7.4	3.3
7	7	2008	6.8	31.7	0.7	4.7
8	7	2008	17.6	33.9	2.3	3.3
9	7	2008	12.1	18.2	9.5	3.8
10	7	2008	7.3	30.3	9.4	5.0
11	7	2008	7.7	35.5	7.3	4.8
12	7	2008	16.6	27.7	5.5	5.7
13	7	2008	19.7	37.6	9.4	4.6
14	7	2008	19.5	39.5	3.0	5.0
15	7	2008	9.3	25.1	0.8	3.2
16	7	2008	7.7	22.2	6.6	5.5
17	7	2008	8.8	34.8	2.1	4.5
18	7	2008	14.5	28.3	4.1	5.7
19	7	2008	13.3	23.7	8.7	4.3
20	7	2008	8.8	25.7	6.8	4.2
21	7	2008	5.1	10.2	1.3	4.6
22	7	2008	13.4	24.6	0.2	5.0
23	7	2008	9.7	34.6	3.1	5.3
24	7	2008	15.8	27.9	3.5	5.6
25	7	2008	10.3	32.4	5.8	5.4
26	7	2008	17.3	26.9	9.5	4.4
27	7	2008	6.0	32.5	8.4	3.5
28	7	2008	9.9	22.6	0.6	6.0
29	7	2008	10.0	26.2	6.4	5.6
30	7	2008	7.9	23.4	9.1	5.3
31	7	2008	11.1	32.8	3.3	3.7
1	8	2008	14.1	38.1	8.9	4.1
2	8	2008	10.7	37.0	1.3	4.4
3	8	2008	7.6	36.2	5.1	3.9
4	8	2008	7.6	18.1	5.0	5.5
5	8	2008	14.9	24.8	2.7	3.9
6	8	2008	13.1	38.9	6.2	4.5
7	8	2008	15.8	25.2	0.4	3.6
8	8	2008	15.7	30.5	4.9	5.8
9	8	2008	9.6	15.6	0.7	3.5
10	8	2008	11.9	27.4	8.3	4.0
11	8	2008	17.8	30.1	0.1	4.9
12	8	2008	9.6	26.2	6.4	5.7
13	8	2008	15.5	38.7	3.7	4.8
14	8	2008	9.9	25.7	3.1	5.9
15	8	2008	7.7	37.8	4.2	3.9
16	8	2008	7.1	23.7	6.6	3.9
17	8	2008	13.3	36.6	9.5	4.9
18	8	2008	12.9	28.8	7.2	5.5
19	8	2008	6.8	26.9	3.2	3.5
20	8	2008	6.1	13.6	0.4	3.6
21	8	2008	14.8	34.4	1.6	5.7
22	8	2008	14.6	26.7	2.7	3.5
23	8	2008	8.2	13.6	0.9	5.9
24	8	2008	7.2	29.8	0.6	4.7
25	8	2008	12.5	23.5	0.9	5.8
26	8	2008	17.5	29.2	4.6	4.4
27	8	2008	8.3	23.6	4.2	3.3
28	8	2008	6.4	18.6	6.3	5.2
29	8	2008	13.7	34.6	7.9	4.3
30	8	2008	7.1	36.2	8.8	3.3
31	8	2008	12.8	27.8	0.2	4.5
1	9	2008	8.0	36.5	7.7	5.6
2	9	2008	8.3	17.8	7.1	3.6
3	9	2008	8.5	24.3	9.9	3.1
4	9	2008	16.5	22.5	3.0	3.2
5	9	2008	15.4	38.8	4.1	3.0
6	9	2008	7.5	22.6	1.8	5.7
7	9	2008	7.2	34.9	1.0	5.9
8	9	2008	11.1	34.1	5.1	6.0
9	9	2008	13.2	21.1	0.1	5.0
10	9	2008	18.2	39.6	0.1	5.9
11	9	2008	7.5	21.8	5.1	5.3
12	9	2008	16.3	22.8	4.6	5.1
13	9	2008	7.4	17.7	2.7	5.5
14	9	2008	10.9	36.8	4.5	3.8
15	9	2008	9.4	37.3	7.0	5.8
16	9	2008	10.7	17.3	8.7	4.5
17	9	2008	7.3	18.3	8.8	4.4
18	9	2008	6.7	38.5	0.8	3.3
19	9	2008	17.5	24.9	3.8	4.3
20	9	2008	6.5	32.8	5.1	4.1
21	9	2008	19.1	38.0	9.2	4.6
22	9	2008	12.4	37.4	1.1	5.2
23	9	2008	19.1	26.2	1.4	4.6
24	9	2008	8.7	17.3	9.8	5.1
25	9	2008	8.7	19.9	2.5	3.9
26	9	2008	13.8	25.9	4.6	4.1
27	9	2008	10.6	21.1	6.2	3.6
28	9	2008	17.6	32.2	5.0	5.3
29	9	2008	18.9	36.6	9.3	3.4
30	9	2008	18.6	39.7	3.2	3.8
1	10	2008	12.9	20.8	0.3	3.5
2	10	2008	15.1	30.1	8.9	4.1
3	10	2008	17.3	27.0	4.4	3.5
4	10	2008	13.4	23.4	0.2	3.6
5	10	2008	8.3	37.0	5.0	4.4
6	10	2008	7.0	25.0	0.5	4.3
7	10	2008	15.0	28.0	7.8	5.0
8	10	2008	19.2	24.5	4.6	3.3
9	10	2008	17.5	22.8	0.9	5.8
10	10	2008	8.7	18.5	5.6	4.4
11	10	2008	15.4	36.9	1.0	5.4
12	10	2008	9.1	32.8	7.2	3.6
13	10	2008	10.7	38.0	2.3	3.7
14	10	2008	15.7	35.7	6.0	5.7
15	10	2008	10.9	31.0	3.0	4.4
16	10	2008	14.4	35.4	1.3	4.8
17	10	2008	6.0	14.5	6.2	5.7
18	10	2008	17.7	39.2	1.7	4.7
19	10	2008	18.7	35.0	0.1	5.4
20	10	2008	18.9	35.1	5.1	5.4
21	10	2008	6.7	27.3	0.3	5.1
22	10	2008	10.2	17.8	1.8	5.2
23	10	2008	6.4	27.8	4.5	3.9
24	10	2008	17.6	37.7	0.8	3.9
25	10	2008	17.9	25.1	8.2	5.6
26	10	2008	6.3	22.0	2.0	3.5
27	10	2008	6.8	30.5	0.4	5.0
28	10	2008	5.4	13.8	3.7	4.4
29	10	2008	18.8	28.6	7.0	3.9
30	10	2008	13.2	26.0	4.5	4.6
31	10	2008	16.0	32.8	8.9	3.4
1	11	2008	19.1	31.3	7.4	3.1
2	11	2008	19.6	24.8	0.4	4.0
3	11	2008	9.3	30.8	5.1	5.6
4	11	2008	7.7	15.3	3.6	3.3
5	11	2008	9.7	24.8	2.0	4.0
6	11	2008	10.9	31.2	6.9	4.7
7	11	2008	18.6	25.6	9.3	3.2
8	11	2008	15.6	32.1	3.8	5.9
9	11	2008	8.3	24.4	8.1	4.5
10	11	2008	19.6	26.5	5.7	3.1
11	11	2008	11.8	38.9	9.3	6.0
12	11	2008	9.4	16.5	4.8	3.8
13	11	2008	16.2	38.2	3.1	3.6
14	11	2008	7.5	38.2	6.6	4.5
15	11	2008	6.4	35.2	4.0	6.0
16	11	2008	19.3	36.5	8.0	3.4
17	11	2008	8.2	25.6	2.8	4.3
18	11	2008	7.3	29.4	0.6	4.2
19	11	2008	12.1	21.4	2.6	5.9
20	11	2008	6.8	19.0	1.3	4.8
21	11	2008	6.1	35.4	3.6	3.5
22	11	2008	14.2	35.1	4.2	5.6
23	11	2008	14.4	25.6	4.2	4.0
24	11	2008	5.9	15.9	5.3	4.5
25	11	2008	16.0	36.2	6.2	4.3
26	11	2008	16.3	30.1	3.5	5.9
27	11	2008	6.2	18.2	1.3	3.5
28	11	2008	6.3	11.4	9.2	4.3
29	11	2008	6.9	24.5	8.9	3.0
30	11	2008	15.9	36.9	9.9	5.4
1	12	2008	19.2	26.5	5.7	5.4
2	12	2008	16.9	35.4	10.0	5.0
